timestamp,email,lastname,firstname,price,CENTS,location,source,loyalty,latitude,longitude
2014-01-06 07:28:00,Edvard.Vann%40gastech.com.kronos,Vann,Edvard,11.34,1134,Brew%27ve+Been+Served,cc_data.csv,true,36.05412432,24.90118143
2014-01-06 07:34:00,Hideki.Cocinaro%40gastech.com.kronos,Cocinaro,Hideki,52.22,5222,Hallowed+Grounds,cc_data.csv,false,36.06365032,24.88592578
2014-01-06 07:35:00,Stenig.Fusil%40gastech.com.kronos,Fusil,Stenig,8.33,833,Brew%27ve+Been+Served,cc_data.csv,true,36.05409249,24.90124384
2014-01-06 07:36:00,Birgitta.Frente%40gastech.com.kronos,Frente,Birgitta,16.72,1671,Hallowed+Grounds,cc_data.csv,true,36.06370658,24.88589346
2014-01-06 07:37:00,Sven.Flecha%40gastech.com.kronos,Flecha,Sven,4.24,423,Brew%27ve+Been+Served,cc_data.csv,true,36.05410378,24.90124911
2014-01-06 07:38:00,Cornelia.Lais%40gastech.com.kronos,Lais,Cornelia,4.17,417,Brew%27ve+Been+Served,cc_data.csv,true,,
2014-01-06 07:42:00,Linnea.Bergen%40gastech.com.kronos,Bergen,Linnea,28.73,2873,Coffee+Cameleon,cc_data.csv,false,36.05462957,24.88980637
2014-01-06 07:43:00,Mat.Bramar%40gastech.com.kronos,Bramar,Mat,9.6,960,Brew%27ve+Been+Served,cc_data.csv,true,,
2014-01-06 07:43:00,Brand.Tempestad%40gastech.com.kronos,Tempestad,Brand,16.9,1690,Brew%27ve+Been+Served,cc_data.csv,true,36.05412776,24.90120764
2014-01-06 07:47:00,Emile.Arpa%40gastech.com.kronos,Arpa,Emile,16.53,1653,Hallowed+Grounds,cc_data.csv,true,,
2014-01-06 07:48:00,Kare.Orilla%40gastech.com.kronos,Orilla,Kare,10.66,1066,Hallowed+Grounds,cc_data.csv,true,36.06369915,24.8859164
2014-01-06 07:49:00,Bertrand.Ovan%40gastech.com.kronos,Ovan,Bertrand,8.39,839,Coffee+Cameleon,cc_data.csv,true,36.05466235,24.88982648
2014-01-06 07:52:00,Hennie.Osvaldo%40gastech.com.kronos,Osvaldo,Hennie,32.83,3283,Brew%27ve+Been+Served,cc_data.csv,false,36.05406564,24.90124026
2014-01-06 07:54:00,Nils.Calixto%40gastech.com.kronos,Calixto,Nils,16.88,1687,Hallowed+Grounds,cc_data.csv,false,36.06364565,24.88594333
2014-01-06 07:54:00,Adra.Nubarron%40gastech.com.kronos,Nubarron,Adra,11.86,1186,Coffee+Cameleon,cc_data.csv,true,36.05469004,24.88980241
2014-01-06 07:54:00,Rachel.Pantanal%40gastech.com.kronos,Pantanal,Rachel,32.93,3293,Hallowed+Grounds,cc_data.csv,false,,
2014-01-06 07:55:00,Lucas.Alcazar%40gastech.com.kronos,Alcazar,Lucas,8.05,805,Hallowed+Grounds,cc_data.csv,true,36.06371303,24.88593027
2014-01-06 07:55:00,Varja.Lagos%40gastech.com.kronos,Lagos,Varja,3.67,367,Brew%27ve+Been+Served,cc_data.csv,true,36.05402735,24.90117529
2014-01-06 07:59:00,Inga.Ferro%40gastech.com.kronos,Ferro,Inga,8.88,888,Brew%27ve+Been+Served,cc_data.csv,true,36.05408272,24.90125232
2014-01-06 08:00:00,Ruscella.Mies.Haber%40gastech.com.kronos,Mies Haber,Ruscella,4.27,427,Brew%27ve+Been+Served,cc_data.csv,true,,
2014-01-06 08:00:00,Anda.Ribera%40gastech.com.kronos,Ribera,Anda,9.69,968,Hallowed+Grounds,cc_data.csv,false,,
2014-01-06 08:01:00,Lidelse.Dedos%40gastech.com.kronos,Dedos,Lidelse,10.07,1007,Hallowed+Grounds,cc_data.csv,true,36.06364176,24.88595173
2014-01-06 08:06:00,Loreto.Bodrogi%40gastech.com.kronos,Bodrogi,Loreto,18.24,1824,Brew%27ve+Been+Served,cc_data.csv,true,36.05402604,24.90126372
2014-01-06 08:06:00,Minke.Mies%40gastech.com.kronos,Mies,Minke,15.58,1558,Brew%27ve+Been+Served,cc_data.csv,true,36.05405071,24.901223
2014-01-06 08:07:00,Felix.Resumir%40gastech.com.kronos,Resumir,Felix,5.66,566,Brew%27ve+Been+Served,cc_data.csv,true,36.05402776,24.90119683
2014-01-06 08:14:00,Carla.Forluniau%40gastech.com.kronos,Forluniau,Carla,3.2,320,Coffee+Cameleon,cc_data.csv,false,,
2014-01-06 08:16:00,Kanon.Herrero%40gastech.com.kronos,Herrero,Kanon,14.97,1497,Brew%27ve+Been+Served,cc_data.csv,true,36.05408176,24.90126259
2014-01-06 08:16:00,Linda.Lagos%40gastech.com.kronos,Lagos,Linda,11.2,1120,Brew%27ve+Been+Served,cc_data.csv,true,,
2014-01-06 08:17:00,Dante.Coginian%40gastech.com.kronos,Coginian,Dante,15.39,1539,Brew%27ve+Been+Served,cc_data.csv,true,,
2014-01-06 08:23:00,Albina.Hafon%40gastech.com.kronos,Hafon,Albina,4540.08,454008,Abila+Airport,cc_data.csv,true,,
2014-01-06 09:06:00,Albina.Hafon%40gastech.com.kronos,Hafon,Albina,242.21,24221,Kronos+Pipe+and+Irrigation,cc_data.csv,true,,
2014-01-06 10:02:00,Cecilia.Morluniau%40gastech.com.kronos,Morluniau,Cecilia,761.64,76164,Nationwide+Refinery,cc_data.csv,true,,
2014-01-06 10:18:00,Albina.Hafon%40gastech.com.kronos,Hafon,Albina,2859.51,285951,Maximum+Iron+and+Steel,cc_data.csv,true,,
2014-01-06 11:33:00,Cecilia.Morluniau%40gastech.com.kronos,Morluniau,Cecilia,2144.62,214462,Stewart+and+Sons+Fabrication,cc_data.csv,true,,
2014-01-06 11:57:00,Albina.Hafon%40gastech.com.kronos,Hafon,Albina,3959.66,395966,Carlyle+Chemical+Inc.,cc_data.csv,true,,
2014-01-06 12:00:00,Varro.Awelon%40gastech.com.kronos,Awelon,Varro,51.51,5151,Coffee+Shack,cc_data.csv,false,,
2014-01-06 12:00:00,Lars.Azada%40gastech.com.kronos,Azada,Lars,10.28,1028,Bean+There+Done+That,cc_data.csv,true,36.04802181,24.87956881
2014-01-06 12:00:00,Felix.Balas%40gastech.com.kronos,Balas,Felix,16.09,1609,Bean+There+Done+That,cc_data.csv,true,36.04802128,24.87957141
2014-01-06 12:00:00,Ingrid.Barranco%40gastech.com.kronos,Barranco,Ingrid,5.72,572,Brewed+Awakenings,cc_data.csv,true,36.04802486,24.87957238
2014-01-06 12:00:00,Isak.Baza%40gastech.com.kronos,Baza,Isak,11.03,1103,Jack%27s+Magical+Beans,cc_data.csv,true,36.04802567,24.87957196
2014-01-06 12:00:00,Isande.Borrasca%40gastech.com.kronos,Borrasca,Isande,16.89,1689,Brewed+Awakenings,cc_data.csv,true,36.05194419,24.87078805
2014-01-06 12:00:00,Axel.Calzas%40gastech.com.kronos,Calzas,Axel,8.54,854,Bean+There+Done+That,cc_data.csv,true,36.05545662,24.87618918
2014-01-06 12:00:00,Ada.Campo%2dCorrente%40gastech.com.kronos,Campo-Corrente,Ada,4.35,435,Brewed+Awakenings,cc_data.csv,true,36.05448744,24.89991204
2014-01-06 12:00:00,Gustav.Cazar%40gastech.com.kronos,Cazar,Gustav,5.24,524,Bean+There+Done+That,cc_data.csv,true,36.04802331,24.87957323
2014-01-06 12:00:00,Vira.Frente%40gastech.com.kronos,Frente,Vira,4.27,427,Bean+There+Done+That,cc_data.csv,true,36.051935,24.87081176
2014-01-06 12:00:00,Elsa.Orilla%40gastech.com.kronos,Orilla,Elsa,18.59,1859,Jack%27s+Magical+Beans,cc_data.csv,true,36.05204809777778,24.875737363333332
2014-01-06 12:00:00,Orhan.Strum%40gastech.com.kronos,Strum,Orhan,27.84,2784,Jack%27s+Magical+Beans,cc_data.csv,false,36.04802267,24.87957548
2014-01-06 12:00:00,Willem.Vasco%2dPais%40gastech.com.kronos,Vasco-Pais,Willem,18.1,1810,Jack%27s+Magical+Beans,cc_data.csv,true,36.04802938,24.87956542
2014-01-06 12:16:00,Henk.Mies%40gastech.com.kronos,Mies,Henk,1873.79,187379,Abila+Airport,cc_data.csv,false,,
